Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Location
Reed Street Historic District,Greene,05/06/1980,90NR00553,-73.79650509680903,42.3517519768988,"(42.3517519768988, -73.79650509680903)"
Reformed Dutch Church of Prattsville,Greene,12/06/1996,96NR01067,-74.4353265924271,42.3170044008945,"(42.3170044008945, -74.4353265924271)"
Rowena Memorial School,Greene,08/22/2002,02NR01924,-74.01955160127167,42.17536336747379,"(42.17536336747379, -74.01955160127167)"
Rushmore Family Farm,Greene,06/18/2010,10NR06093,-73.8580693085312,42.25296651885314,"(42.25296651885314, -73.8580693085312)"
Saint Mary's of the Mountain Church,Greene,01/27/1999,99NR01451,-74.2001861303798,42.20429325882227,"(42.20429325882227, -74.2001861303798)"
Salisbury Manor,Greene,06/19/1979,90NR00536,-73.91919291906439,42.26336325094979,"(42.26336325094979, -73.91919291906439)"
Shady Glen Road Stone Arch Bridge,Greene,01/09/2008,06NR05691,-74.14510475553425,42.37983088607239,"(42.37983088607239, -74.14510475553425)"
Stanton Hill Cemetery,Greene,04/26/2016,15NR00121,-73.87304002199856,42.4312666395944,"(42.4312666395944, -73.87304002199856)"
Stevens Hill Farm,Greene,11/09/2018,18NR00037,-74.01621577304111,42.41509394193519,"(42.41509394193519, -74.01621577304111)"
St. Francis DeSales Church (former),Greene,12/09/1999,99NR01558,-74.36092162308186,42.2390226617233,"(42.2390226617233, -74.36092162308186)"
St. Paul's Lutheran Church,Greene,07/06/2005,04NR05384,-74.15109301684636,42.40788639327278,"(42.40788639327278, -74.15109301684636)"
Stranahan-DelVecchio House,Greene,11/28/1980,90NR00557,-73.8045124394015,42.269015104602,"(42.269015104602, -73.8045124394015)"
Susquehannah Turnpike,Greene,01/02/1974,90NR00552,-74.0365637002896,42.32291628625285,"(42.32291628625285, -74.0365637002896)"
Tannersville Main Street Historic District,Greene,11/14/2008,08NR05916,-74.13550218196532,42.19567471772525,"(42.19567471772525, -74.13550218196532)"
The John and Martinus Laraway Inn,Greene,07/17/2012,12NR06318,-74.43524242297994,42.31855446066491,"(42.31855446066491, -74.43524242297994)"
Torry-Chittenden Farmhouse,Greene,08/30/2010,10NR06122,-74.18720421867951,42.39956917025625,"(42.39956917025625, -74.18720421867951)"
Trinity Episcopal Church,Greene,12/06/1996,96NR01068,-74.29759291083425,42.29835474165662,"(42.29835474165662, -74.29759291083425)"
Tripp House & Store Complex,Greene,03/12/2001,01NR01743,-74.15479286039634,42.41263847931498,"(42.41263847931498, -74.15479286039634)"
Twilight Park Historic District,Greene,06/27/2007,06NR05695,-74.08770928368588,42.18619495083031,"(42.18619495083031, -74.08770928368588)"
Ulster & Delaware Railroad Station,Greene,08/08/1996,96NR01036,-74.0910640052835,42.19557749891457,"(42.19557749891457, -74.0910640052835)"
Union Chapel,Greene,12/28/2001,01NR01852,-74.2450133692078,42.35299831257991,"(42.35299831257991, -74.2450133692078)"
United States Post Office-Catskill,Greene,11/17/1988,90NR00550,-73.86372004135002,42.2158327491527,"(42.2158327491527, -73.86372004135002)"
Van Bergen House,Greene,04/25/1991,90NR03282,-73.83399110909912,42.38418255143909,"(42.38418255143909, -73.83399110909912)"
"Van Gelder, David, Octagon House (Spring Side"")""",Greene,01/16/1998,97NR01264,-73.87318120033031,42.21807745492603,"(42.21807745492603, -73.87318120033031)"
"Van Loon, Albertus, House",Greene,11/28/1980,90NR00558,-73.8049925260388,42.26697846826962,"(42.26697846826962, -73.8049925260388)"
"Van Vechten, John, House",Greene,03/10/1995,95NR00768,-73.9036631543513,42.25529272609749,"(42.25529272609749, -73.9036631543513)"
Weldon House,Greene,01/07/2000,99NR01564,-74.08125278451509,42.36514058683456,"(42.36514058683456, -74.08125278451509)"
"West Bridge Street, Commercial Building at 32",Greene,08/10/1995,91NR03339,-73.8696692699647,42.21706350285353,"(42.21706350285353, -73.8696692699647)"
West Settlement Methodist Church,Greene,12/06/1996,96NR01066,-74.3696695511676,42.33269938656395,"(42.33269938656395, -74.3696695511676)"
Wiley Hose Company Building,Greene,08/10/1995,91NR03338,-73.86955870531955,42.21711816291314,"(42.21711816291314, -73.86955870531955)"
Woodward Road Stone Arch Bridge,Greene,03/09/2009,08NR05875,-74.09636596180337,42.37145544084562,"(42.37145544084562, -74.09636596180337)"
Zion Lutheran Church,Greene,11/28/1980,90NR00559,-73.8053164558353,42.26839180050226,"(42.26839180050226, -73.8053164558353)"
Blue Mountain Fire Observation Station,Hamilton,09/23/2001,00NR01665,-74.41265864648145,43.8717789484272,"(43.8717789484272, -74.41265864648145)"
Blue Mountain House Annex,Hamilton,12/07/1977,90NR00576,-74.43300222408732,43.8557057055775,"(43.8557057055775, -74.43300222408732)"
Camp Pine Knot,Hamilton,11/07/1986,90NR00579,-74.62327422092329,43.82139649506534,"(43.82139649506534, -74.62327422092329)"
Camp Taiga,Hamilton,06/12/2017,16NR00018,-74.41024537906452,43.99335057018335,"(43.99335057018335, -74.41024537906452)"
Camp Uncas,Hamilton,04/03/1987,90NR00578,-74.6483199526288,43.74448665385231,"(43.74448665385231, -74.6483199526288)"
CCC Recreation Hall,Hamilton,08/02/2016,16NR00013,-74.38798530778372,43.48517281447894,"(43.48517281447894, -74.38798530778372)"
Church of the Transfiguration,Hamilton,07/26/1977,90NR00575,-74.43175208721543,43.85948442134499,"(43.85948442134499, -74.43175208721543)"
Echo Camp,Hamilton,11/07/1986,90NR00580,-74.63552754682588,43.82404112436089,"(43.82404112436089, -74.63552754682588)"
Grace United Methodist Church,Hamilton,02/12/2015,14NR06592,-74.3658573661048,43.50099767070935,"(43.50099767070935, -74.3658573661048)"
Hamilton County Courthouse Complex,Hamilton,09/24/1992,92NR00296,-74.4128232834185,43.47011357197568,"(43.47011357197568, -74.4128232834185)"
Old Town Hall (aka: Town of Lake Pleasant Museum),Hamilton,04/23/2009,05NR05553,-74.36658615222682,43.49980103545747,"(43.49980103545747, -74.36658615222682)"
Pillsbury Mountain Fire Observation Station,Hamilton,09/09/2010,06NR05674,-74.49960493352451,43.58402703001614,"(43.58402703001614, -74.49960493352451)"
Sagamore,Hamilton,01/11/1976,90NR00577,-74.62916040756798,43.76441409573943,"(43.76441409573943, -74.62916040756798)"
Sagamore,Hamilton,01/11/1976,90NR00577,-74.62721566547063,43.76529430740768,"(43.76529430740768, -74.62721566547063)"
Snowy Mountain Fire Observation Station,Hamilton,09/23/2001,00NR01666,-74.36322306372064,43.70610112787762,"(43.70610112787762, -74.36322306372064)"
St. William's Catholic Church,Hamilton,01/07/2005,91NR00101,-74.63139361846598,43.8261099306124,"(43.8261099306124, -74.63139361846598)"
The Hedges,Hamilton,03/27/2009,08NR05858,-74.45282902336814,43.85480619765199,"(43.85480619765199, -74.45282902336814)"
Wakley Mountain Fire Observation Station,Hamilton,10/03/2003,02NR05002,-74.49573256852419,43.73499723028942,"(43.73499723028942, -74.49573256852419)"
Wells Baptist Church,Hamilton,09/01/1988,90NR00581,-74.28720844184537,43.40054487893811,"(43.40054487893811, -74.28720844184537)"
Whelan Camp,Hamilton,12/21/1989,91NR03314,-74.65292204428721,43.8161432713424,"(43.8161432713424, -74.65292204428721)"
"2333  State Route 80, Van Hornesville",Herkimer,09/03/2019,16NR00105,-74.82672328216684,42.90011167771795,"(42.90011167771795, -74.82672328216684)"
Alfred Dolge Hose Co. No. 1 Building,Herkimer,08/19/1994,94NR00628,-74.77383333038891,43.10024583961556,"(43.10024583961556, -74.77383333038891)"
Balloon Farm,Herkimer,04/23/1998,96NR00965,-75.07898721905592,43.04056558890191,"(43.04056558890191, -75.07898721905592)"
Big Moose Community Chapel,Herkimer,08/07/2012,12NR06325,-74.87864036478027,43.81766045028083,"(43.81766045028083, -74.87864036478027)"
Blatchley House,Herkimer,08/15/2008,08NR05861,-74.93391480375004,42.90371231186187,"(42.90371231186187, -74.93391480375004)"
Bonfoy-Barstow House,Herkimer,08/24/2011,11NR06221,-75.18680851624717,42.88616699235902,"(42.88616699235902, -75.18680851624717)"
"Bowen, Benjamin, House",Herkimer,11/05/1998,98NR01382,-75.01517960235392,43.18791427935408,"(43.18791427935408, -75.01517960235392)"
Brace Farm,Herkimer,06/05/2013,13NR06442,-75.16747920576735,42.92663882869789,"(42.92663882869789, -75.16747920576735)"
Breckwoldt-Ward House,Herkimer,03/15/2005,97NR01175,-74.76904803361649,43.09466485519845,"(43.09466485519845, -74.76904803361649)"
Brown-Morey-Davis Farm,Herkimer,01/15/2014,13NR06465,-75.0168330782968,43.16383829878091,"(43.16383829878091, -75.0168330782968)"
Church of the Good Shepherd,Herkimer,08/21/1997,97NR01173,-74.96296131642234,42.88243796927956,"(42.88243796927956, -74.96296131642234)"
Cold Brook Feed Mill,Herkimer,10/09/1974,90NR00600,-75.04096232000333,43.23974711276776,"(43.23974711276776, -75.04096232000333)"
Covewood Lodge,Herkimer,05/12/2004,03NR05169,-74.85201928720542,43.81663483104456,"(43.81663483104456, -74.85201928720542)"
Dolge Company Factory Complex,Herkimer,09/17/1974,90NR00574,-74.76864606447631,43.10156537143865,"(43.10156537143865, -74.76864606447631)"
Emmanuel Episcopal Church,Herkimer,07/29/2009,08NR05912,-74.85533954134391,43.04425638241725,"(43.04425638241725, -74.85533954134391)"
First United Methodist Church,Herkimer,07/05/2003,02NR05047,-75.03892779398828,43.01374824632638,"(43.01374824632638, -75.03892779398828)"
Fort Herkimer Church,Herkimer,07/24/1972,90NR00585,-74.95428736909184,43.01796827599565,"(43.01796827599565, -74.95428736909184)"
Frankfort Hill District #10 School,Herkimer,06/23/2011,11NR06211,-75.18480318368222,43.03414083000608,"(43.03414083000608, -75.18480318368222)"
Frankfort Town Hall,Herkimer,12/09/1999,99NR01442,-75.07334755168476,43.03949133258676,"(43.03949133258676, -75.07334755168476)"
"Frisbie, Augustus, House",Herkimer,12/09/1999,99NR01496,-74.78663072094332,43.14298091925571,"(43.14298091925571, -74.78663072094332)"
Goodsell House,Herkimer,04/12/2006,05NR05535,-74.9782510629696,43.70779245153432,"(43.70779245153432, -74.9782510629696)"
Herkimer County Courthouse,Herkimer,01/14/1972,90NR00591,-74.98880953383238,43.0290948839169,"(43.0290948839169, -74.98880953383238)"
Herkimer County Historical Society,Herkimer,04/13/1972,90NR00594,-74.98938024610881,43.0294780755781,"(43.0294780755781, -74.98938024610881)"
Herkimer County Jail,Herkimer,01/14/1972,90NR00592,-74.989657507528,43.0286834703852,"(43.0286834703852, -74.989657507528)"
Herkimer County Trust Company Building,Herkimer,03/05/1970,90NR00596,-74.85914338015941,43.04277542596883,"(43.04277542596883, -74.85914338015941)"
Herkimer House,Herkimer,02/12/1971,90NR00582,-74.81556198964613,43.02676809378495,"(43.02676809378495, -74.81556198964613)"
Indian Castle Church,Herkimer,02/18/1971,90NR00583,-74.77758134789264,43.00271300705261,"(43.00271300705261, -74.77758134789264)"
Italian Community Bake Oven,Herkimer,11/08/2006,06NR05612,-74.83182410769122,43.03883260057872,"(43.03883260057872, -74.83182410769122)"
James Keith House,Herkimer,01/15/2014,13NR06466,-75.02226175296727,43.17061503616591,"(43.17061503616591, -75.02226175296727)"
Jordanville Holy Trininty Monastery,Herkimer,06/23/2011,08NR05959,-74.93918806987638,42.92745136477303,"(42.92745136477303, -74.93918806987638)"
Jordanville Public Library,Herkimer,05/24/1984,90NR00587,-74.9471389165223,42.91537760814036,"(42.91537760814036, -74.9471389165223)"
Lalino Stone Arch Bridge,Herkimer,12/28/2001,01NR01839,-74.94476835591229,43.13729425165105,"(43.13729425165105, -74.94476835591229)"
Little Falls City Hall,Herkimer,08/24/2011,11NR06230,-74.85552556716789,43.0445291806007,"(43.0445291806007, -74.85552556716789)"
Little Falls Historic District,Herkimer,02/08/2012,11NR06250,-74.85789931589883,43.04523114385491,"(43.04523114385491, -74.85789931589883)"
"Masonic Temple, Newport Lodge No. 455 F. & A.M.",Herkimer,01/13/2010,08NR05965,-75.01278748846529,43.18381725469507,"(43.18381725469507, -75.01278748846529)"
Meetinghouse Green Road Cemtery,Herkimer,06/05/2013,13NR06443,-75.16388131920546,42.9188175792507,"(42.9188175792507, -75.16388131920546)"
Menge House Complex,Herkimer,12/16/1996,96NR01052,-74.76955650072854,43.09390103734373,"(43.09390103734373, -74.76955650072854)"
Newport Stone Arch Bridge,Herkimer,02/10/1992,91NR00097,-75.0173097396579,43.1849626707689,"(43.1849626707689, -75.0173097396579)"
Norway Baptist Church (former),Herkimer,06/29/2007,06NR05689,-74.95270210492342,43.20728638904146,"(43.20728638904146, -74.95270210492342)"
Oak Hill Cemetery,Herkimer,,13NR06460,-75.00732292070933,43.02241563784065,"(43.02241563784065, -75.00732292070933)"
Old City Road Stone Arch Bridge,Herkimer,12/28/2001,01NR01838,-74.98504950315835,43.16438921506169,"(43.16438921506169, -74.98504950315835)"
Overlook,Herkimer,07/19/2010,09NR06072,-74.86094604650805,43.04849526485813,"(43.04849526485813, -74.86094604650805)"
Palatine German Frame House (Wilder House),Herkimer,04/15/2004,03NR05099,-75.04285781376184,43.02912839140729,"(43.02912839140729, -75.04285781376184)"
"Reformed Church, The",Herkimer,03/16/1972,90NR00593,-74.98991431430815,43.02897945347348,"(43.02897945347348, -74.98991431430815)"
Remington House,Herkimer,08/21/1997,97NR01228,-75.0862968518453,42.99145869248989,"(42.99145869248989, -75.0862968518453)"
Remington Stables,Herkimer,10/29/1976,90NR00590,-75.03504246989169,43.01237654388972,"(43.01237654388972, -75.03504246989169)"
Rice-Dodge-Burgess Farm,Herkimer,11/24/2015,15NR00052,-75.11782551205556,42.91286131241048,"(42.91286131241048, -75.11782551205556)"
"Richardson, Thomas, House",Herkimer,09/07/1984,90NR00589,-75.04783094197198,43.01982766265485,"(43.01982766265485, -75.04783094197198)"
Route 29 Stone Arch Bridge,Herkimer,01/26/2001,00NR01723,-74.94954385206496,43.13751310257687,"(43.13751310257687, -74.94954385206496)"
Russia Corners Historic District,Herkimer,07/25/1996,96NR00966,-75.07979159481583,43.25717999647208,"(43.25717999647208, -75.07979159481583)"
Salisbury Center Covered Bridge,Herkimer,06/19/1972,90NR00586,-74.78767029361092,43.14086600959781,"(43.14086600959781, -74.78767029361092)"
Salisbury Center Grange Hall,Herkimer,02/12/1999,99NR01428,-74.78781396117431,43.14226277526507,"(43.14226277526507, -74.78781396117431)"
"Sanders, James, House",Herkimer,04/12/2006,05NR05536,-74.85760000263606,43.04533239809954,"(43.04533239809954, -74.85760000263606)"
Snells Bush Church and Cemetery,Herkimer,02/26/2004,03NR05137,-74.77326036783269,43.03801675665581,"(43.03801675665581, -74.77326036783269)"
South Ann Street-Mill Street Historic District,Herkimer,03/06/2008,07NR05813,-74.85949600034944,43.04063401342989,"(43.04063401342989, -74.85949600034944)"
Stillwater Fire Observation Station,Herkimer,09/18/2017,17NR00037,-75.02791375151233,43.86685563706217,"(43.86685563706217, -75.02791375151233)"
Stuart Perry & William Swezey houses,Herkimer,11/28/2012,12NR06386,-75.01930383160368,43.1904171242337,"(43.1904171242337, -75.01930383160368)"
'Sunset Hill',Herkimer,01/04/2007,06NR05655,-74.97831328567608,42.85805118091058,"(42.85805118091058, -74.97831328567608)"
Thendara Historic District,Herkimer,11/11/2010,10NR06115,-75.00444299916357,43.69843266203817,"(43.69843266203817, -75.00444299916357)"
Trinity Episcopal Church,Herkimer,06/10/1993,92NR00387,-74.91103550847257,43.13567586872422,"(43.13567586872422, -74.91103550847257)"
United States Post Ofcice-Little Falls,Herkimer,05/11/1989,90NR00597,-74.860182206327,43.0427093082471,"(43.0427093082471, -74.860182206327)"
United States Post Office-Dolgeville,Herkimer,11/17/1988,90NR00599,-74.77250937625519,43.10047887598455,"(43.10047887598455, -74.77250937625519)"
United States Post Office-Frankfort,Herkimer,05/11/1989,90NR00598,-75.07071761062132,43.03849836375198,"(43.03849836375198, -75.07071761062132)"
United States Post Office-Herkimer,Herkimer,05/11/1989,90NR00595,-74.98802703474459,43.02576852074056,"(43.02576852074056, -74.98802703474459)"
United States Post Office-Ilion,Herkimer,05/11/1989,90NR00588,-75.03737329981331,43.01486658367292,"(43.01486658367292, -75.03737329981331)"
Yale-Cady Octagon House & Yale Lock Factory Site,Herkimer,09/29/2007,07NR05758,-75.01820820765562,43.19149099323174,"(43.19149099323174, -75.01820820765562)"
Zoller-Frasier Round Barn,Herkimer,09/29/1984,90NR00584,-74.77554146612187,42.97268972217781,"(42.97268972217781, -74.77554146612187)"
Abingdon & New Abingdon Apartments,Jefferson,11/09/2018,18NR00026,-75.91904412134326,43.97171292873146,"(43.97171292873146, -75.91904412134326)"
Adams Commercial Historic District,Jefferson,09/29/2006,06NR05567,-76.02419653011358,43.80882637599867,"(43.80882637599867, -76.02419653011358)"
Amos Wood House,Jefferson,01/04/2012,11NR06252,-76.17581096690026,43.75019760613021,"(43.75019760613021, -76.17581096690026)"
Angell Farm,Jefferson,,90NR02996,-76.26663939800382,43.97680014644138,"(43.97680014644138, -76.26663939800382)"
"Anthony, Levi, Building",Jefferson,09/27/1985,90NR01166,-76.33025709199013,44.12940274371713,"(44.12940274371713, -76.33025709199013)"
Antwerp Village Historic District,Jefferson,04/19/2001,96NR01102,-75.60881458782757,44.19800656391634,"(44.19800656391634, -75.60881458782757)"
"Archer, William, House",Jefferson,11/19/1980,90NR01161,-75.98060513685962,44.00282650951968,"(44.00282650951968, -75.98060513685962)"
Aubertine Building,Jefferson,09/27/1985,90NR01167,-76.33195043786027,44.12901807012459,"(44.12901807012459, -76.33195043786027)"
Bedford Creek Bridge,Jefferson,10/18/1989,90NR01134,-76.11949564282423,43.90948771264017,"(43.90948771264017, -76.11949564282423)"
"Benton, Dr. Abner, House",Jefferson,08/23/1984,90NR01118,-75.62728328351913,44.28981884902493,"(44.28981884902493, -75.62728328351913)"
"Boldt, George C., Yacht House",Jefferson,04/26/1978,90NR01159,-75.92667119449953,44.34647263688967,"(44.34647263688967, -75.92667119449953)"
"Borland, John, House",Jefferson,09/27/1985,90NR01168,-76.33657959396156,44.12679817396738,"(44.12679817396738, -76.33657959396156)"
Broadway Historic District,Jefferson,09/27/1985,90NR01169,-76.34483885021085,44.12437187758067,"(44.12437187758067, -76.34483885021085)"
